English,"Hypertext is text displayed on a computer display or other electronic devices with references (hyperlinks) to other text that the reader can immediately access.[1] Hypertext documents are interconnected by hyperlinks, which are typically activated by a mouse click, keypress set, or screen touch. Apart from text, the term "hypertext" is also sometimes used to describe tables, images, and other presentational content formats with integrated hyperlinks. Hypertext is one of the key underlying concepts of the World Wide Web,[2] where Web pages are often written in the Hypertext Markup Language (HTML). As implemented on the Web, hypertext enables the easy-to-use publication of information over the Internet."
English,"An application program (software application, or application, or app for short) is a computer program designed to carry out a specific task other than one relating to the operation of the computer itself,[1] typically to be used by end-users.[2] Word processors, media players, and accounting software are examples. The collective noun "application software" refers to all applications collectively.[3] The other principal classifications of software are system software, relating to the operation of the computer, and utility software ("utilities")."
Polish,"PJATK prowadzi kształcenie na studiach licencjackich, inżynierskich, magisterskich, podyplomowych i doktoranckich. Ma uprawnienia do nadawania stopnia naukowego doktora nauk technicznych w informatyce oraz mechanice, a także doktora sztuk plastycznych w dyscyplinie sztuki piękne. Jako jedyna uczelnia niepubliczna w Polsce PJATK uzyskała uprawnienia do nadawania stopnia doktora habilitowanego nauk technicznych w dziedzinie informatyki.Uczelnia ma podpisane umowy z 31 uniwersytetami w Europie i 7 w Japonii dotyczące wymiany studentów. Posiada również umowy związane z kadrą dydaktyczną oraz prowadzeniem wspólnych badań, projektów, szkoleń i organizacji konferencji naukowych"
Japanese,"jissai, sugu ni kieteshimatta monono, shiroi kinoko kumo ga nan hyaku me-toru ni mo watatte Shibuya jōkū ni tachinoboru no o mita mono mo ita. tadashi sono hikari ga, nani o gen'in ni shita mono na no ka, jishin to no inga kankei wa aru no ka, nado nitsuite wa ima no tokoro issai fumei to no koto datta."
Polish,"W 2012 r. produkt krajowy brutto województwa mazowieckiego wynosił 353,3 mld zł, co stanowiło 21,9% PKB Polski. Należy jednak podkreślić, że 59,1% PKB województwa wytwarza sama Warszawa. Produkt krajowy brutto na 1 mieszkańca mazowieckiego wynosił 66,8 tys. zł (159,2% średniej krajowej), co lokowało na 1. miejscu względem innych województw[26]. Według Eurostatu w 2011 r. PKB na 1 mieszkańca woj. mazowieckiego, według zestandaryzowanego parytetu siły nabywczej, wynosiło 107% średniego PKB w Unii Europejskiej[27], natomiast PKB województwa bez uwzględnienia siły nabywczej stanowiło w 2009 r. 55,3% średniego PKB Unii (13 000 euro na mieszkańca wobec średniej w Unii 23 500 euro"
Polish,"Przeciętne miesięczne wynagrodzenie mieszkańca województwa mazowieckiego we wrześniu 2019 r. wynosiło 6000,45 zł, co lokowało je na 1. miejscu względem wszystkich województw[31].W końcu września 2019 liczba zarejestrowanych bezrobotnych w województwie obejmowała ok. 123,3 tys. mieszkańców, co stanowi stopę bezrobocia na poziomie 4,4% do aktywnych zawodowo[32]. Według danych z 2011 r. 3,2% mieszkańców w gospodarstwach domowych województwa mazowieckiego miało wydatki poniżej granicy ubóstwa skrajnego (tzn. znajdowało się poniżej minimum egzystencji), przy czym wskaźnik dla województwa mazowieckiego bez Warszawy obejmował 4,5% mieszkańców tego obszaru[33]."
English,"The commonly proposed derivation from Welsh arth "bear" + (g)wr "man" (earlier *Arto-uiros in Brittonic) is not possible for phonological and orthographic reasons; notably that a Brittonic compound name *Arto-uiros should produce Old Welsh *Artgur (where -u- represents the short vowel /u/) and Middle/Modern Welsh *Arthwr and not Arthur (where -u- is a long vowel /ʉː/) In Welsh poetry the name is always spelled Arthur and is exclusively rhymed with words ending in -ur—never words ending in -wr—which confirms that the second element cannot be [g]wr "man").An alternative theory, which has gained limited acceptance among scholars,[19][20][21][22][23][24] derives the name Arthur from the Latin Arcturus (the brightest star in the constellation Boötes, near Ursa Major or the Great Bear[25]), which is the latinisation of the Greek Ἀρκτοῦρος (Arktouros)[26] and means Bear Guardian from ἄρκτος (arktos "bear")[27] and οὖρος (ouros "watcher/guardian").[28] This form, Arcturus would have become Art(h)ur when borrowed into Welsh, and its brightness and position in the sky led people to regard it as the "guardian of the bear" and the "leader" of the other stars in Boötes.[29]"
English,"One year after Arthur's death, Henry VII renewed his efforts to seal a marital alliance with Spain by arranging for Catherine to marry Arthur's younger brother Henry, who would ascend to the throne in 1509 as King Henry VIII. The question over whether Arthur and Catherine had consummated their marriage was much later, and in a completely different political context, exploited by Henry VIII and his court. This strategy was employed in order to cast doubt upon the validity of Catherine's union with Henry VIII, eventually leading to the separation between the Church of England and the Roman Catholic Church."
Japanese,"Po-Rando wa, seishiki ni wa Po-Rando kyōwakoku toshite shirareru, Chū Ō ni ichisuru kuni desu. nishi ni wa Doitsu, minami ni wa Tyeko kyōwakoku to Surobakia to kokkyō o sesshi, higashi ni wa Ukuraina, Beraru-Shi, Ritoania to kokkyō o sesshiteimasu. kita wa Barutokai ni menshiteimasu."
Polish,"Polska, oficjalnie Rzeczpospolita Polska, jest krajem leżącym w Europie Środkowej. Graniczy z Niemcami na zachodzie, Czechami i Słowacją na południu oraz Ukrainą, Białorusią i Litwą na wschodzie. Na północy granicę stanowi Bałtyk"
English,"Poland, officially the Republic of Poland, is a country located in Central Europe. It is bordered by Germany to the west, the Czech Republic and Slovakia to the south, and Ukraine, Belarus, and Lithuania to the east. The Baltic Sea forms the northern border."
Polish,"Stoisko z pierogami i kiełbasą to powszechny widok na jarmarkach i festynach w Polsce. Kuchnia polska słynie z tradycyjnych potraw takich jak bigos, żurek czy oscypek. Polacy cenią sobie także smak kawy i słodyczy, dlatego kawiarnie i cukiernie są popularnymi miejscami spotkań."
English,"A stall selling pierogi and sausage is a common sight at fairs and festivals in Poland. Polish cuisine is known for its traditional dishes such as bigos, żurek, and oscypek. Poles also appreciate the taste of coffee and sweets, so cafes and confectioneries are popular meeting spots."
Japanese,"pierogi to so-se-ji o uru yatai wa, Po-Rando no matsuri ya fyesuthibaru de yoku mirareru kōkei desu. Po-Rando ryōri wa, bigosu, zu-rekku, Oshiputyeku nado no dentōteki na ryōri de shirareteimasu. Po-Randojin wa ko-hi- ya okashi no aji mo taisetsu ni shiteori, kafye ya kashiten wa ninki no aru kaigō no basho desu."
Polish,"Wrocław, położony nad rzeką Odrą, jest jednym z najstarszych i najpiękniejszych miast w Polsce. Jego starówka jest wpisana na Listę Światowego Dziedzictwa UNESCO. Miasto słynie z licznych mostów, fontann i zielonych parków, które przyciągają turystów z całego świata"
Japanese,"yume e no bōken nakamatachi to no yūjō toitta te-ma o zenmen ni kakage, batoru ya gyagu shi-n, kandō episo-do o mein to suru shōnen manga no ōdō o iku monogatari toshite ninki o hakushiteiru 3 . mata, naganen niwatari nagara fukaku neri komareta sōdaina sekaikan kōchina settei no suto-ri- mo tokuchō."
Japanese,"su-pa- kabuki de wa sarani koten kabuki no odori ya tachimawari, mie, keren kankyaku o odorokaseru yōna enshutsu, kumadori, geza ongaku toitta enshutsuhō ya engijutsu o ishikiteki ni toriireru 2 ippō, Chūgoku no koten ya Nippon no kodai shinwa nado, jūrai no kabuki no waku ni torawarenai daizai o kyakuhonka shita. Ennosuke wa su-pa- kabuki no tokuchō no hitotsu toshite" shinni gendaijin no mune ni semaru monogatarisei" o age 2 , sōdai de honebutona monogatari ga kichō to natteiru. seisaku niatatte wa gendai geki ya kyōgeki nado ta janru no shutsuensha ya sutaffu o toriirete sōsakusare, biyakana ishō to saishin no shōmei ya butai sōchi, yūdaina geki tomo ongaku nado de sekaikan o tsukurikomu, gendai geki to koten kabuki no yūgōteki sakuhingun de aru 3 ."
Japanese,"hen tai Hentai wa, Nippon no adaruto anime ya seijinmuke manga, gyaruge- ya eroge-, mataha sono gafū o mohōshita mono o sashite, Nippon kokugai de mochiirareteiru kotoba de aru 1 . tatoeba, adaruto ge-mu me-ka- ichiran wa, eigo ni yakusareru to List of hentai game maker Companies to naru. kore ni kuwaete, Nippon no anime ya manga, ge-mu nado o moto neta ni shita Kosu Pure poruno mo HENTAI to yobareru. mata, eigoken nado de wa, jikokunai de seisakusareta Dhizuni-Fū ya 3 Dchō no hentai seiyoku no anime ya manga mo HENTAI to yobareteori, Sf nado to dōyō ni janru o arawasu daimeishi ni nari tsutsu aru."
Polish,"Samogłoska – głoska, przy powstawaniu której uczestniczą jedynie więzadła głosowe, a strumień powietrza swobodnie przepływa przez kanał głosowy. Samogłoski charakteryzują się regularnym rozkładem energii akustycznej, mają wyraźną strukturę formantową, która decyduje o ich barwie. Podczas ich artykulacji słychać tylko jedną głoskę[1][2]. Niektórzy językoznawcy kwestionują tę metodę definicji samogłosek jako niejednoznaczną i wzbudzającą wątpliwości i proponują w zamian metodę dystrybucyjną, polegającą na badaniu roli i kontekstu poszczególnych głosek w izolowanych wyrazach w poszczególnych językach"
Polish,"Język używany był przez lud Ubychów, mieszkający pierwotnie w okolicach Soczi, w północno-zachodniej części Kaukazu, nad Morzem Czarnym. Ubychowie zaliczani byli do plemion czerkieskich. Po wojnie kaukaskiej i zajęciu ich ziem przez Rosję, Ubychowie, razem z Czerkiesami i Abazynami, zostali w latach 60. XIX wieku przymusowo przesiedleni w całości na teren Imperium Osmańskiego[1]."
English,"Hitler was born in Braunau am Inn in Austria-Hungary and was raised near Linz. He lived in Vienna later in the first decade of the 1900s before moving to Germany in 1913. He was decorated during his service in the German Army in World War I. In 1919, he joined the German Workers' Party (DAP), the precursor of the Nazi Party, and in 1921 was appointed leader of the Nazi Party. In 1923, he attempted to seize governmental power in a failed coup in Munich and was sentenced to five years in prison, serving just over a year of his sentence. While there, he dictated the first volume of his autobiography and political manifesto Mein Kampf ("My Struggle"). After his early release in 1924, Hitler gained popular support by attacking the Treaty of Versailles and promoting pan-Germanism, antisemitism and anti-communism with charismatic oratory and Nazi propaganda. He frequently denounced communism as being part of an international Jewish conspiracy."
English,"Klein, Savino, Valesky, and Carlucci formed the IDC in 2011 due to disagreements with John L. Sampson, the Democratic leader in the New York State Senate. The IDC allied itself with Senate Republicans throughout its existence. During the 2013–14 legislative session, the IDC and the Senate Republican Conference controlled the Senate jointly, as the Senate Republicans did not have sufficient numbers to form a governing majority on their own."
English,"The Democratic Party took control of the New York State Senate from the Republican Party in the November 2008 elections for the first time since 1964, winning 32 out of the chambers' 62 seats. However, four Democratic senators, Pedro Espada Jr., Rubén Díaz Sr., Carl Kruger, and Hiram Monserrate did not support the Democratic leader, Malcolm Smith.[2] When the senators convened in the new session to elect a majority leader, Espada and Monserrate voted against Smith. Monserrate later rejoined the Democrats, leaving a deadlocked 31–31 Senate, causing the 2009 New York State Senate leadership crisis, which ended when Espada returned to the Democratic conference.[3] Jeffrey D. Klein, who became the deputy majority leader after the 2008 elections, was charged with keeping Espada, Diaz, Kruger, and Monserrate in the Democratic coalition"
Japanese,"nihongoban no ōkina tokuchō no hitotsu wa, henshū o suru riyōsha no uchi tōrokusezu ni iru riyōsha no hiritsu ga takai koto de aru 4 . 2007 nen 12 tsuki jiten de, henshū kaisū no yaku 40 wa roguin shinai riyōsha Ip yu-za- niyoru mono de ari, kore wa shuyō 10 gengo no whikipedhia no uchi de mottomo takai wariai to natta migi gurafu sanshō. 2010 nen ni wa Ip yu-za- no hiritsu ga 5 wari chikaku to natteiru 5 . Andoryu- Ri- wa, ta gengoban oyobi whikimedhiapurojyekutogun zentai no kokusai komyunithi to Whikipedhia nihongoban komyunithi to no ma no renkei ga tsuyomatteinai gen'in no hitotsu ga, kono tōrokuzumi riyōsha no sukunasa da to shitekishiteiru 4 . tatoeba whikimedhia no kokusai kaigi, dai 1 kai whikimania 2005 nen nioite, whikipedhia nihongoban kara no kaigi shussekisha wa wazuka 2 mei de ari, yori henshūshasū no sukunai Orandagoban ya chūgokugoban kara no shussekishasū ni mo oyobanakatta 4 ."
Polish,"Medycyna estetyczna (łac. medicina aesthetica) – dział medycyny, należący do estetologii medycznej[1] zajmujący się zapewnieniem wysokiej jakości życia ludzi zdrowych poprzez działania zapobiegawcze, zorientowane w dużej mierze na profilaktykę starzenia się skóry, w kolejnym etapie natomiast rekonstrukcyjne, mające odtworzyć stan sprzed tego procesu. Medycyna estetyczna obejmuje procedury które jak do tej pory nie zostały prawnie uregulowane i stanowią kość niezgody pomiędzy różnymi grupami zawodowymi uzurpującymi sobie prawo do monopolu na ich wykonywanie. Procedury te to głównie zabiegi nieinwazyjne lub o niewielkim stopniu inwazyjności. Wyłącznym lub nadrzędnym celem tych działań jest poprawa fizycznej atrakcyjności pacjenta[1]. Nie stanowią one świadczeń medycznych."
English,"Sorhaindo was born in 1931 in the village of Vieille Case. He attended the Vieille Case Government School, where his father served as the principal, and subsequently attended the Dominica Grammar School. After some years in the public service, he was sent to study abroad at the Overseas Service Course at Trinity College, Oxford, in 1956 and 1957, as well as the Royal Institute of Public Administration in 1963 and 1964, where he undertook the Public Finance Course."
Japanese,"Pirosumani mataha hōrō no gaka pirosumani wa, Gurujia Jo-Jia no sobokuha no gaka nikopirosumani no sūkina shōgai o egaita 1969 nen seisaku no denki eiga. kantoku wa, Araxerudo bahareba to Go-Gi wakaki sakkyokuka no tabi nado de shirareru georugi-shengera-ya 1 . 2015 nen 11 tsuki 21 nichi yori" hōrō no gaka pirosumani" no daimei de dejitarurimasuta-ban o kōkaishita. shibashiba" ugoku kaiga" to hyōserareru 1 ."
Polish,"Adaks pustynny[3], dawniej także: adaks[4], addaks[5] (Addax nasomaculatus) – gatunek ssaka parzystokopytnego z rodziny wołowatych, zaliczany do antylop[4]. Jedyny przedstawiciel rodzaju Addax. Pierwotnie występował na całej Saharze: od Mauretanii, Maroka i Algierii aż do Sudanu[6]. Obecnie adaks pustynny należy do najrzadziej spotykanych gatunków antylop. Spadek liczebności tych zwierząt jest rezultatem polowań dla cenionego mięsa i skóry[4]. Z powodu braku wystarczającej ochrony zwierzętom tym grozi całkowite wytępienie[2]. Adaks pustynny jest uznawany za gatunek regionalnie wymarły[2] w Algierii, Egipcie, Libii i Maroku, a prawdopodobnie także w Sudanie[2][6]. Według „Mammal Species of the World”, zarówno w Algierii jak i w Sudanie można jednak sporadycznie napotkać pojawiające się tam wędrujące adaksy pustynne[6]. Rozbieżności w danych mogą wynikać z faktu że adaksy pustynne wiodą koczowniczy tryb życia[7], więc nie zamieszkują danego terenu na stałe. Zwierzęta tego gatunku są regularnie odnotowywane w Nigrze, Nigerii, Mauretanii, w Czadzie[2][6][8] i w północnej części Mali[6]. Międzynarodowa Unia Ochrony Przyrody zaliczyła adaksy pustynne do gatunków krytycznie zagrożonych wymarciem i umieściła je w kategorii CR (critically endangered). W Tunezji i Maroku jest prowadzony program reintrodukcji tych zwierząt[2]."
English,"Since their inception, awards have been given in categories for novels, short fiction, and best other work. Other categories have also been added and removed in intervening years. Works produced before the inception of the awards are eligible to be inducted into the "Hall of Fame". The novels category is open to submissions of novels released during the prior calendar year in North America that includes "significant positive GLBT content". The results are decided by a panel of judges from the list of submitted nominees; the long list of nominees is reduced to a short list of finalists, and the results are generally announced and presented at Gaylaxicon, an annual convention devoted to LGBT-themed science fiction. This article lists all the "Best Novel" award nominees and winners and novels inducted into the Hall of Fame.[2]"
Japanese,"rōshi kyōtei rōshi kyō tei to wa, rōdōsha to shiyōsha to no ma de teiketsusareru, shomen niyoru kyōtei no koto de aru. hōbunjō no katari de wa naku, kaki no yōken o mitasu kyōtei no koto o ippanni" rōshi kyōtei" to yobu hōbunjō wa" tōgai jigyōjō ni, rōdōsha no kahansū de soshikisuru rōdō kumiai ga aru toki wa sono rōdō kumiai, rōdōsha no kahansū de soshikisuru rōdō kumiai ga nai toki wa rōdōsha no kahansū o daihyōsuru mono to no shomen niyoru kyōtei". rōshi kyōtei wa, jigyōjō tan'i de teiketsusareru 1 rōdō kyōyaku no yōni sangyōbetsu ya kigyō tan'i de teiketsusuru koto wa dekinai. rōshi kyōtei o teiketsusuru koto de, rōdō kijunhō, ikuji kaigo kyūgyōhō, kō nenreisha koyōyasu jōhōtō de sadamerareta shotei no jikō nitsuite, hōtei gimu no menjo ya menbatsu no kōka o hasseisaseru. tadashi, rōshi kyōtei ni wa, rōdō kyōyaku shūgyō kisoku no yōni, rōdō keiyaku o kiritsu suru kōryoku kihanteki kōryoku wa nai node, rōshi kyōtei o teiketsushite mo sore dake de wa rōdō keiyakujō no kenri gimu wa shōjinai Shōwa 63 nen 1 tsuki 1 nichi motohatsu 1 gō. shitagatte rōshi kyōtei teiketsu to awasete rōdō kyōyaku shūgyō kisokutō de sorezore no sadame ga hitsuyō to naru."
Japanese,"Santafye no chiiki ri-gu de wa 14 do yūshōshi, 1947 nen ni Aruzenchin sakka- kyōkai ni kameishita. nani shi-zun ka wa kabu ri-gu de sugoshita ga, 1965 nen shi-zun ni Purime-Ra B tōji 2 bu de yūshōshi, purime-radhibishion 1 bu shōkaku o kimeru to 4 , toppu ri-gu hatsu sansen to natta 1966 nen shi-zun o 15 i de oeta. 1967 nen ni wa ri-gu hōshiki no kaikaku ga okonaware, 1 shi-zun o metoroporita-no to nashionaru metoroporita-no no jōi kurabu nomi ga shutsujō dekiru no 2 tsu ni bunkatsusuru hōshiki ga saiyōsareta. koron wa 1968 nen made nashionaru ni shutsujō dekizu, sonogo no sū shi-zun mo kurushinda ga, nashionaru 1972 de wa guru-pu 2 i to natta."
Polish,"Pomnik przedstawia przykutego do skały nagiego mężczyznę o zniekształconej bólem twarzy. Z przodu skały, na której leży mężczyzna, artysta umieścił ostrze kosy z wyrytym na nim napisem LE MARTYR MODERNE. Z prawej strony mężczyzny wyobrażony jest orzeł o dwóch głowach wbijający pazury i dziób w jego tors. Oryginalna rzeźba została wykonana w formie gipsowej.Zainspirowana upadkiem powstania styczniowego rzeźba powstała w 1864 roku. Poruszony narastającymi represjami zaborcy rosyjskiego autor chciał stworzyć dzieło przedstawiające w alegoryczny sposób bohaterstwo i cierpienie Polaków. Współczesny męczennik został pierwszy raz wystawiony w roku powstania na Salonie Paryskim, a obecnie znajduje się w muzeum artysty w jego rodzinnym mieście, Colmarze.O wykonaniu odlewu rzeźby we francuskiej odlewni Strassacker i sprowadzeniu jej do Polski w ramach Sezonu Polskiego we Francji zadecydował w 2005 roku Waldemar Dąbrowski, minister kultury. Od marca do czerwca 2005 roku eksponowana była na dziedzińcu Zamku Królewskiego w Warszawie. Obecnie znajduje się w zbiorach Centrum Rzeźby Polskiej w Orońsku[1]."
English,"Scientific discovery of medicinal propertiesThe trade started when Russell Marker, a chemist looking for a plant source from which to extract diosgenin and saponin, traveled to Veracruz looking for the yam Dioscorea mexicana which he suspected might be suitable. He hired two Mexican campesinos to bring him exemplars of the tuber. When he discovered that the root was indeed a significant source of diosgenin, he established Syntex, the first Mexican fine chemical company dedicated to producing semisynthetic hormones from Barbasco. Before this development, natural hormones were extracted from animal sources, such as urine from pregnant mares or women, or from bull testes; prices were consequently very high. With the development of the process of Marker degradation which allowed the production of hormones from vegetable saponin sources, Marker began a search for a plant steroid of the sapogenin class with a ring structure more like progesterone. With the discovery of the chemical properties of the barbasco root, world market prices for steroids and other synthetic hormones plummeted, making them feasible for large-scale production of medicines for common ailments such as arthritis or Addison's disease, and eventually as the basis for the combined oral contraceptive pill.[1][2]"
Japanese,"Shibuya wa isshun no senkō ni tsutsumare, amari no mabushisa ni dare mo ga me o aketeirarenakatta. katsute no sensō o taikenshita sedai naraba, machigainaku kakuheiki o sōzōshita koto darou. jissai, sugu ni kieteshimatta monono, shiroi kinoko kumo ga nan hyaku me-toru ni mo watatte Shibuya jōkū ni tachinoboru no o mita mono mo ita. tadashi sono hikari ga, nani o gen'in ni shita mono na no ka, jishin to no inga kankei wa aru no ka, nado nitsuite wa ima no tokoro issai fumei to no koto datta."
Polish,"W X wieku był to gród słowiański przy przeprawie przez Odrę, mieściła się w nim komora celna. W 1283 utracił prawa targowe na rzecz Gryfina, w 1347 miejscowość otrzymała prawa miejskie[7]. W XV wieku przez miasto przebiegała granica Pomorza i Brandenburgii. Od 1653 do 1679 Widuchowa należała do Szwecji, a następnie do Brandenburgii. W latach 1733–1788 było to prywatne miasto margrabiów ze Schwedt, w XVIII wieku było znane z jarmarków, czemu towarzyszył rozwój rzemiosła. Przed II wojną światową było znane z przetwórstwa tytoniu[8]. W 1945 Widuchowa została zniszczona w 80% i utraciła prawa miejskie, obecnie trwają starania o przywrócenie praw miejskich[9]."
